user_id,session_id,tip_id
14,1512799802211412,1
256161,151278689288675,442013
14,1512801021256164,1
14,1512801021256164,1
224380,1512533331223849,442014
14,1512771670255848,1
14,1512771670255848,1
14,1512771670255848,1
224380,1512533331223849,442020
14,1512803537213577,1
191648,151278689288675,442024
229495,1512801882173095,442032
256005,1512799732254886,442034
175463,1512801882173095,442037
256005,1512799732254886,442036
256005,1512799732254886,442041
216212,1512778874216212,442042
255667,1512680106249558,442046
175463,1512801882173095,442044
88867,151278689288675,442045
175463,1512801882173095,442047
175463,1512801882173095,442051
255261,1512778874216212,442048
14,1512808909193231,1
14,1512808909193231,1
14,1512808909193231,1
14,1512808909193231,1
175463,1512801882173095,442052
14,1512808909193231,1
14,1512808909193231,1
14,1512808909193231,1
14,1512808909193231,1
14,1512808909193231,1
175463,1512801882173095,442053
175463,1512801882173095,442054
175463,1512801882173095,442055
175463,1512801882173095,442061
255438,1512680106249558,442062
175463,1512801882173095,442066
175463,1512801882173095,442068
256189,1512801882173095,442073
254872,1512786934210902,442072
175463,1512801882173095,442074
256193,1512790525216870,442075
256189,1512801882173095,442076
256196,1512781071210829,442079
175463,1512801882173095,442081
256196,1512781071210829,442082
256189,1512801882173095,442084
256189,1512801882173095,442085
256196,1512781071210829,442086
175463,1512801882173095,442087
256189,1512801882173095,442089
256196,1512781071210829,442090
256197,1512801882173095,442091
254872,1512786934210902,442093
256196,1512781071210829,442092
256196,1512781071210829,442094
175463,1512801882173095,442095
216654,1512801882173095,442096
256196,1512781071210829,442097
216786,1512801882173095,442098
256196,1512781071210829,442099
216786,1512801882173095,442101
256201,1512801882173095,442102
256196,1512781071210829,442103
256204,1512801882173095,442104
216786,1512801882173095,442105
256201,1512801882173095,442106
216786,1512801882173095,442107
256204,1512801882173095,442108
256207,1512801882173095,442110
256201,1512801882173095,442111
256201,1512801882173095,442112
216786,1512801882173095,442113
14,1512817295239637,1
14,1512817295239637,1
14,1512817295239637,1
14,1512817295239637,1
14,1512817295239637,1
14,1512817295239637,1
216786,1512801882173095,442115
255438,1512680106249558,442121
14,1512818951256213,1
14,151281922117192,1
256216,151281922117192,442126
256216,151281922117192,442127
14,151281922117192,1
256216,151281922117192,442126
256216,151281922117192,442127
256220,151281922117192,442130
256216,151281922117192,442131
14,151281922117192,1
256216,151281922117192,442126
256216,151281922117192,442127
256220,151281922117192,442130
256216,151281922117192,442131
256222,151281922117192,442133
256216,151281922117192,442134
256222,151281922117192,442135
256222,151281922117192,442137
14,1512821490248038,1
14,1512821490248038,1
14,1512821490248038,1
256229,151281922117192,442144
256229,151281922117192,442147
256229,151281922117192,442148
256229,151281922117192,442149
256227,151281922117192,442153
256227,151281922117192,442154
14,1512822587214047,1
14,1512822587214047,1
14,1512822587214047,1
256227,151281922117192,442156
256231,1512779682116523,442155
14,1512822587214047,1
256227,151281922117192,442157
14,1512819467250978,1
14,1512824720210829,1
14,1512824720210829,1
14,1512824720210829,1
14,1512824720210829,1
14,1512824720210829,1
14,1512824720210829,1
14,1512824720210829,1
199660,151279486487841,442163
199660,151279486487841,442164
14,1512829566211073,1
14,1512829566211073,1
14,1512829566211073,1
14,1512829566211073,1
256252,15128309951712,442189
256252,15128309951712,442191
256254,15128309951712,442192
256252,15128309951712,442195
256260,15128309951712,442197
256262,1512819467250978,442199
256262,1512819467250978,442200
256252,15128309951712,442201
256263,15128309951712,442202
256262,1512819467250978,442203
256262,1512819467250978,442204
209526,1512828086199488,442206
256260,15128309951712,442205
63250,15128309951712,442210
256267,1512828086199488,442212
256260,15128309951712,442211
256260,15128309951712,442213
243121,1512829381241273,442219
14,1512833527216953,1
14,1512833527216953,1
14,1512833527216953,1
246873,1512832346217588,442222
233188,1512829873214472,442225
233188,1512829873214472,442227
233188,1512829873214472,442229
256273,1512829873214472,442234
256273,1512829873214472,442234
233188,1512829873214472,442237
0,1512831609179984,442241
256266,1512822693215189,442242
14,1512835747170635,1
255347,1512835747170635,442244
255347,1512835747170635,442244
14,1512835747170635,1
256284,1512831609179984,442245
245798,1512832346217588,442250
14,1512836939222624,1
14,1512836939222624,1
256267,1512828086199488,442260
14,1512836939222624,1
14,1512836939222624,1
14,1512836939222624,1
14,1512836939222624,1
212713,1512829566211073,442261
256267,1512828086199488,442264
14,1512837662256289,1
14,1512837662256289,1
14,1512837662256289,1
14,1512837662256289,1
14,1512837662256289,1
14,1512837662256289,1
14,1512837991256293,1
14,1512837991256293,1
14,1512837991256293,1
14,1512837991256293,1
245798,1512832346217588,442272
190562,1512835747170635,442273
230547,1512835747170635,442275
14,1512837991256293,1
14,1512837991256293,1
238127,1512835747170635,442279
14,1512837991256293,1
255642,1512839103200075,442280
256300,1512835747170635,442281
14,1512839464201732,1
14,1512839464201732,1
14,1512839464201732,1
14,1512839464201732,1
256300,1512835747170635,442284
256300,1512835747170635,442286
233188,1512829873214472,442285
256300,1512835747170635,442287
136862,1512779682116523,442288
256300,1512835747170635,442290
255642,1512839103200075,442292
256300,1512835747170635,442293
14,1512792768230931,1
14,1512792768230931,1
256300,1512835747170635,442294
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
14,1512792768230931,1
224380,1512533331223849,442298
14,1512839103200075,1
14,1512839103200075,1
250171,151283842510353,442301
14,1512839103200075,1
14,1512839103200075,1
230547,1512835747170635,442303
14,1512810479213577,1
236505,1512778053201005,442304
246873,1512832346217588,442306
233188,1512829873214472,442307
136862,1512779682116523,442309
256326,1512779682116523,442310
256328,1512533331223849,442311
136862,1512779682116523,442315
256327,151283842510353,442314
256325,1512779682116523,442318
256300,1512835747170635,442319
136862,1512779682116523,442321
246873,1512832346217588,442326
136862,1512779682116523,442327
224380,1512533331223849,442328
256328,1512533331223849,442332
31689,151283842510353,442333
256300,1512835747170635,442335
224380,1512533331223849,442337
245649,1512533331223849,442338
233188,1512829873214472,442339
256300,1512835747170635,442341
245794,151283907099069,442345
31689,151283842510353,442342
136862,1512779682116523,442349
14,1512778053201005,1
14,1512778053201005,1
14,1512778053201005,1
14,1512845576254027,1
0,1512844875118488,442364
256362,1512779682116523,442365
256359,1512829873214472,442366
256328,1512533331223849,442367
135129,1512845356134316,442372
14,15128498415688,1
14,15128498415688,1
14,15128498415688,1
14,15128498415688,1
14,1512778053201005,1
246873,1512832346217588,442404
14,1512779682116523,1
14,1512779682116523,1
14,1512779682116523,1
246873,1512832346217588,442405
255642,1512839103200075,442421
72659,151283907099069,442426
254699,151283672286162,442427
233720,1512847821210697,442429
254951,1512839103200075,442437
254951,1512839103200075,442438
14,151285922523005,1
14,151285922523005,1
233720,1512847821210697,442440
211963,1512852183211948,442443
14,1512856958211574,1
194303,1512860895193183,442452
14,1512860661212045,1
14,1512860661212045,1
14,1512860661212045,1
233720,1512847821210697,442457
194303,1512860895193183,442460
255642,1512839103200075,442464
14,1512863252136188,1
194303,1512860895193183,442466
249428,1512778053201005,442471
14,1512864517249946,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
14,1512864643123,1
194303,1512860895193183,442478
168289,1512860895193183,442481
224773,1512533331223849,442483
224773,1512533331223849,442485
14,1512866637247275,1
168289,1512860895193183,442487
224414,1512533331223849,442488
14,1512866870167385,1
247553,1512533331223849,442491
14,1512866870167385,1
14,1512866870167385,1
219192,1512860027142478,442493
247275,1512866637247275,442495
219192,1512860027142478,442496
247553,1512533331223849,442498
219192,1512860027142478,442497
256502,1512860027142478,442499
256502,1512860027142478,442500
194303,1512860895193183,442503
256502,1512860027142478,442501
256502,1512860027142478,442502
251203,1512867365249177,442504
256502,1512860027142478,442508
248268,1512581717201572,442511
254951,1512839103200075,442514
254951,1512839103200075,442515
256502,1512860027142478,442517
70747,151284614670139,442519
247219,1512842254215116,442518
14,1512870050226438,1
256528,1512860027142478,442520
14,1512870050226438,1
14,1512870050226438,1
256502,1512860027142478,442522
254448,1512869140147695,442521
256528,1512860027142478,442523
256528,1512860027142478,442526
224885,1512869140147695,442527
256528,1512860027142478,442531
254951,1512839103200075,442532
256539,1512867324204519,442535
249428,1512778053201005,442536
256535,1512866978168064,442542
256528,1512860027142478,442539
256539,1512867324204519,442548
256528,1512860027142478,442554
256539,1512867324204519,442556
249428,1512778053201005,442559
256528,1512860027142478,442558
236834,1512867324204519,442557
256528,1512860027142478,442561
236834,1512867324204519,442560
236834,1512867324204519,442563
256528,1512860027142478,442565
256539,1512867324204519,442567
256528,1512860027142478,442570
236834,1512867324204519,442571
256528,1512860027142478,442575
231486,1512867324204519,442577
236834,1512867324204519,442583
199499,1512860895193183,442584
256528,1512860027142478,442585
256528,1512860027142478,442587
255604,1512868243253706,442588
256528,1512860027142478,442589
256551,1512868243253706,442593
256528,1512860027142478,442595
256528,1512860027142478,442597
236834,1512867324204519,442600
244888,1512860027142478,442601
239430,1512860027142478,442602
239430,1512860027142478,442605
239430,1512860027142478,442606
244888,1512860027142478,442607
256562,1512860027142478,442608
255604,1512868243253706,442610
244888,1512860027142478,442609
256562,1512860027142478,442611
256562,1512860027142478,442612
254749,1512860027142478,442613
244888,1512860027142478,442614
248951,1512860027142478,442615
256562,1512860027142478,442616
244888,1512860027142478,442617
244888,1512860027142478,442620
256539,1512867324204519,442619
249428,1512778053201005,442622
255604,1512868243253706,442621
248951,1512860027142478,442624
256528,1512860027142478,442625
194303,1512860895193183,442626
255604,1512868243253706,442627
248951,1512860027142478,442628
248951,1512860027142478,442630
255604,1512868243253706,442631
248951,1512860027142478,442632
255604,1512868243253706,442634
248951,1512860027142478,442633
256528,1512860027142478,442635
248951,1512860027142478,442636
255604,1512868243253706,442638
244888,1512860027142478,442637
254749,1512860027142478,442640
255604,1512868243253706,442641
256568,1512868243253706,442643
248951,1512860027142478,442644
194303,1512860895193183,442646
244888,1512860027142478,442647
248951,1512860027142478,442650
240002,1512866511210829,442651
244888,1512860027142478,442653
248951,1512860027142478,442654
256575,1512868243253706,442656
256577,1512868243253706,442657
240002,1512866511210829,442658
244888,1512860027142478,442659
240002,1512866511210829,442660
256575,1512868243253706,442662
256579,1512866511210829,442663
256033,1512868243253706,442666
256033,1512868243253706,442667
244888,1512860027142478,442668
231486,1512867324204519,442669
256555,1512868243253706,442673
256581,1512868243253706,442674
248951,1512860027142478,442677
256577,1512868243253706,442680
256539,1512867324204519,442681
248951,1512860027142478,442683
240002,1512866511210829,442684
256575,1512868243253706,442685
255036,1512878918236505,442686
133452,1512840755129416,442689
254634,1512778053201005,442690
254634,1512778053201005,442694
256575,1512868243253706,442698
256589,1512865961239637,442695
256539,1512867324204519,442700
256577,1512868243253706,442701
0,1512878918236505,442702
256575,1512868243253706,442707
256539,1512867324204519,442708
254634,1512778053201005,442709
255604,1512868243253706,442710
256575,1512868243253706,442711
254951,1512839103200075,442712
256539,1512867324204519,442713
256575,1512868243253706,442714
256585,1512865961239637,442715
256539,1512867324204519,442716
14,1512882426256586,1
14,1512882426256586,1
14,1512882426256586,1
14,1512882426256586,1
14,1512882426256586,1
14,1512882426256586,1
254634,1512778053201005,442722
256539,1512867324204519,442721
255036,1512878918236505,442723
255036,1512878918236505,442724
256539,1512867324204519,442725
254634,1512778053201005,442726
254634,1512778053201005,442727
256575,1512868243253706,442728
255604,1512868243253706,442729
254951,1512839103200075,442733
255036,1512878918236505,442732
255604,1512868243253706,442734
249428,1512778053201005,442736
255604,1512868243253706,442737
256577,1512868243253706,442738
256595,1512839103200075,442739
256595,1512839103200075,442740
256577,1512868243253706,442741
255604,1512868243253706,442743
256606,1512868243253706,442745
256606,1512868243253706,442747
255604,1512868243253706,442750
256606,1512868243253706,442751
255137,1512868243253706,442752
256595,1512839103200075,442753
256595,1512839103200075,442754
256539,1512867324204519,442755
256612,1512878918236505,442759
256037,1512868243253706,442760
256619,1512868243253706,442761
231486,1512867324204519,442764
256539,1512867324204519,442768
0,1512867324204519,442771
224380,1512533331223849,442773
256625,1512878441216870,442772
231486,1512867324204519,442774
256629,1512867324204519,442775
255036,1512878918236505,442776
256595,1512839103200075,442777
231486,1512867324204519,442778
256629,1512867324204519,442779
256539,1512867324204519,442780
231486,1512867324204519,442787
254586,1512886328213127,442788
256539,1512867324204519,442793
254586,1512886328213127,442796
256629,1512867324204519,442795
254586,1512886328213127,442798
255036,1512878918236505,442797
94911,1512872017211374,442799
256629,1512867324204519,442801
256589,1512865961239637,442802
254586,1512886328213127,442804
254586,1512886328213127,442805
254586,1512886328213127,442806
231486,1512867324204519,442809
255224,1512885071217114,442810
254586,1512886328213127,442812
255224,1512885071217114,442814
254586,1512886328213127,442815
14,1512883447217161,1
14,1512883447217161,1
14,1512892702164855,1
14,1512892702164855,1
14,1512893000164855,1
14,1512893000164855,1
212704,1512894103211603,442841
254586,1512886328213127,442845
14,1512898436219047,1
14,1512898436219047,1
14,1512898436219047,1
14,1512898436219047,1
256696,1512863356243270,442855
256696,1512863356243270,442856
256696,1512863356243270,442857
256696,1512863356243270,442858
256696,1512863356243270,442859
256696,1512863356243270,442863
218458,1512874719210994,442870
256700,1512863356243270,442874
256700,1512863356243270,442876
14,1512897108190562,1
14,1512897108190562,1
14,1512909940256702,1
14,1512897108190562,1
193297,1512897108190562,442894
193297,1512897108190562,442894
14,1512911659256732,1
252057,1512911434251250,442905
14,1512912231256732,1
256737,1512912231256732,442907
252484,1512918605251996,442930
243215,1512918605251996,442932
246513,1512917648170635,442937
238127,1512917648170635,442943
248268,1512581717201572,442951
240719,1512921753209880,442952
252484,1512925474251996,442971
252484,1512925474251996,442989
14,151292867488028,1
14,151292867488028,1
14,151292867488028,1
253341,1512663836250512,442999
253341,1512663836250512,443010
253341,1512663836250512,443014
256825,1512919392231773,443020
256829,1512919392231773,443021
229897,1512933183188801,443026
256842,1512919392231773,443025
256835,1512663836250512,443029
256846,1512919392231773,443030
256835,1512663836250512,443031
256835,1512663836250512,443032
14,1512936246256754,1
14,1512936246256754,1
256835,1512663836250512,443033
239636,1512919392231773,443034
256835,1512663836250512,443035
14,1512936567256754,1
14,1512936567256754,1
213623,1512846634213577,443038
14,1512936567256754,1
14,1512936567256754,1
14,1512936567256754,1
14,1512936567256754,1
14,1512936567256754,1
14,1512936567256754,1
14,1512936567256754,1
252158,1512663836250512,443039
14,1512936567256754,1
14,1512936567256754,1
252158,1512663836250512,443040
256835,1512663836250512,443045
242828,1512919392231773,443047
249428,1512778053201005,443049
256835,1512663836250512,443051
256855,1512919392231773,443052
243871,1512935466243270,443053
256835,1512663836250512,443057
256855,1512919392231773,443061
14,1512938263256586,1
252504,1512934647251996,443067
256855,1512919392231773,443070
14,1512778053201005,1
14,1512778053201005,1
240178,1512919392231773,443075
256875,1512890065223717,443085
14,1512941083254850,1
14,1512941083254850,1
256036,1512663836250512,443088
256875,1512890065223717,443087
256036,1512663836250512,443089
255594,1512663836250512,443090
256036,1512663836250512,443094
255594,1512663836250512,443095
255594,1512663836250512,443098
256036,1512663836250512,443099
256835,1512663836250512,443101
255594,1512663836250512,443102
256882,1512919392231773,443103
255594,1512663836250512,443104
255594,1512663836250512,443106
252504,1512934647251996,443109
255594,1512663836250512,443113
255594,1512663836250512,443115
256036,1512663836250512,443119
255594,1512663836250512,443121
256036,1512663836250512,443123
256882,1512919392231773,443124
256036,1512663836250512,443129
256888,151291714157440,443132
253759,1512663836250512,443134
256036,1512663836250512,443136
227204,1512936920211412,443137
227204,1512936920211412,443138
256036,1512663836250512,443142
227204,1512936920211412,443148
256036,1512663836250512,443151
248951,1512945342142478,443152
255594,1512663836250512,443156
255594,1512663836250512,443158
256036,1512663836250512,443160
227204,1512936920211412,443161
248268,1512581717201572,443163
227204,1512936920211412,443164
227204,1512936920211412,443165
227204,1512936920211412,443166
227204,1512936920211412,443167
256036,1512663836250512,443168
239359,1512932580235643,443175
256036,1512663836250512,443178
256036,1512663836250512,443179
239359,1512932580235643,443183
14,1512949905256925,1
14,1512949905256925,1
14,1512949905256925,1
256915,15129500007501,443190
14,15129500007501,1
14,15129500007501,1
14,15129500007501,1
0,1512949125221148,443192
256938,151294286063931,443195
256938,151294286063931,443196
239359,1512932580235643,443197
230190,1512948079145095,443203
166314,1512948079145095,443207
224773,1512533331223849,443206
14,1512954237150251,1
239359,1512932580235643,443227
191046,1512948079145095,443228
249428,1512778053201005,443229
256965,1512948079145095,443230
14,1512954237150251,1
14,1512954237150251,1
14,1512954237150251,1
256965,1512948079145095,443232
0,1512948079145095,443235
191046,1512948079145095,443236
244888,1512945342142478,443239
256963,1512954237150251,443244
231831,1512948079145095,443245
256963,1512954237150251,443247
256963,1512954237150251,443251
244888,1512945342142478,443252
244888,1512945342142478,443256
0,1512948079145095,443257
252939,1512956083200075,443259
254586,1512951120213127,443261
252939,1512956083200075,443263
210799,1512957274210108,443268
244888,1512945342142478,443269
239430,1512945342142478,443271
256577,1512951974253706,443272
252939,1512956083200075,443275
252939,1512956083200075,443276
256577,1512951974253706,443277
233720,1512955054210697,443278
252939,1512956083200075,443279
244888,1512945342142478,443281
256994,1512951974253706,443282
252939,1512956083200075,443284
252939,1512956083200075,443284
252939,1512956083200075,443284
14,1512956083200075,1
0,1512945342142478,443287
254586,1512951120213127,443288
257005,1512945342142478,443291
257006,1512959499210712,443292
252939,1512956083200075,443294
0,1512940865134316,443295
254586,1512951120213127,443298
233720,1512955054210697,443299
254586,1512951120213127,443303
14,1512952695205791,1
14,1512952695205791,1
14,1512952695205791,1
256963,1512954237150251,443304
254586,1512951120213127,443307
255625,1512778053201005,443309
0,1512956083200075,443310
254441,1512948819251119,443311
252939,1512956083200075,443314
210799,1512957274210108,443317
210799,1512957274210108,443317
256963,1512954237150251,443319
14,1512959499210712,1
257028,1512945342142478,443330
14,1512964901199488,1
14,1512964901199488,1
257006,1512959499210712,443331
14,1512964901199488,1
14,1512964901199488,1
14,1512964901199488,1
14,1512959499210712,1
14,1512959499210712,1
257006,1512959499210712,443331
14,1512959499210712,1
257006,1512959499210712,443331
257028,1512945342142478,443332
256528,1512945342142478,443333
257028,1512945342142478,443334
257028,1512945342142478,443335
257028,1512945342142478,443337
257028,1512945342142478,443338
256528,1512945342142478,443340
257028,1512945342142478,443342
257043,1512956434211603,443341
257044,1512680106249558,443344
218458,1512960036210994,443347
218458,1512960036210994,443349
256614,1512951974253706,443350
257042,1512680106249558,443353
24087,151296089622995,443352
24087,151296089622995,443354
252939,1512956083200075,443360
257044,1512680106249558,443362
257052,1512963842210832,443364
252939,1512956083200075,443366
14,1512961302216750,1
257056,1512948448142364,443370
256996,1512680106249558,443377
257061,151294627687467,443390
257064,151294627687467,443393
257064,151294627687467,443408
257064,151294627687467,443413
257064,151294627687467,443417
257064,151294627687467,443424
218458,1512960036210994,443425
218458,1512960036210994,443426
257064,151294627687467,443427
257064,151294627687467,443428
257072,1512973264213127,443430
14,1512975028257078,1
256835,1512663836250512,443455
257072,1512973264213127,443464
257072,1512973264213127,443469
254913,1512663836250512,443472
257104,1512964284224314,443515
14,1512984803205029,1
14,1512984803205029,1
236421,1512998630211073,443535
257072,1513001262213127,443539
257072,1513001262213127,443544
257042,1512680106249558,443548
14,151300216916068,1
14,151300216916068,1
14,151300216916068,1
257072,1513001262213127,443549
257072,1513001262213127,443551
257072,1513001262213127,443552
257072,1513001262213127,443561
257072,1513001262213127,443563
257072,1513001262213127,443564
257157,151299803119479,443565
257158,1513003699254850,443566
257157,151299803119479,443568
257159,1513003699254850,443571
257159,1513003699254850,443572
257158,1513003699254850,443574
257159,1513003699254850,443578
257158,1513003699254850,443580
257164,1512663836250512,443581
0,1513003699254850,443582
257158,1513003699254850,443584
257158,1513003699254850,443585
257158,1513003699254850,443586
14,1513010381236636,1
257158,1513003699254850,443587
257158,1513003699254850,443588
257159,1513003699254850,443591
257159,1513003699254850,443592
194303,1512998603193183,443593
257155,1513003699254850,443594
257155,1513003699254850,443595
256835,1512663836250512,443596
14,1513011836257177,1
14,1513011836257177,1
14,1513011836257177,1
14,1513011836257177,1
14,1513012256257179,1
257155,1513003699254850,443597
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
14,1513012256257179,1
208850,1513010087240369,443599
257159,1513003699254850,443607
257179,1513012256257179,443611
194303,1512998603193183,443615
257162,1513007974188801,443616
257190,1513014498116523,443617
257192,1513014498116523,443620
43264,1513014498116523,443621
43264,1513014498116523,443623
257190,1513014498116523,443627
257042,1512680106249558,443630
248268,1512581717201572,443631
254913,1512663836250512,443633
254913,1512663836250512,443634
254913,1512663836250512,443637
238127,1513017075170635,443636
254913,1512663836250512,443639
14,1513017877257209,1
14,1513017877257209,1
14,1513017877257209,1
251009,1513017075170635,443642
251009,1513018352170635,443642
254913,1512663836250512,443643
254913,1512663836250512,443645
14,151301891886358,1
14,151301891886358,1
14,151301891886358,1
14,151301891886358,1
249564,1513010217249181,443647
14,151301891886358,1
14,151301891886358,1
257217,1513017855110381,443651
257072,1513001262213127,443653
230503,1512932819142408,443654
257072,1513001262213127,443655
254913,1512663836250512,443656
254913,1512663836250512,443658
254913,1512663836250512,443662
210779,1513016145205753,443661
211450,1513003126211314,443664
211450,1513003126211314,443665
234436,1513013951216092,443667
14,1513003126211314,1
14,1513022381218255,1
14,1513022381218255,1
14,1513022381218255,1
254913,1512663836250512,443669
